name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
ESTIMATE DRIED OIL,ESTIMATE DRIED OIL,,16.0,6.0,7.0,5.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ESTIMATE DRIED OIL/property/IUPACName/JSON,PENDING|haiku: composition of ESTIMATE DRIED OIL,PENDING|haiku: composition of ESTIMATE DRIED OIL,DRIED; OIL,"PENDING|brave:""ESTIMATE DRIED OIL"" manufacturer product page","PENDING|brave:""ESTIMATE DRIED OIL"" technical data sheet filetype:pdf","PENDING|brave:""ESTIMATE DRIED OIL"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
DAMMAR DEWAXED,DAMMAR DEWAXED,,19.0,2.0,9.0,9.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/DAMMAR DEWAXED/property/IUPACName/JSON,PENDING|haiku: composition of DAMMAR DEWAXED,PENDING|haiku: composition of DAMMAR DEWAXED,DAMMAR,"PENDING|brave:""DAMMAR DEWAXED"" manufacturer product page","PENDING|brave:""DAMMAR DEWAXED"" technical data sheet filetype:pdf","PENDING|brave:""DAMMAR DEWAXED"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
LDPE PERM>80,LDPE PERM>80,,16.5,4.5,0.5,6.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LDPE PERM>80/property/IUPACName/JSON,PENDING|haiku: composition of LDPE PERM>80,PENDING|haiku: composition of LDPE PERM>80,LDPE; PERM,"PENDING|brave:""LDPE PERM>80"" manufacturer product page","PENDING|brave:""LDPE PERM>80"" technical data sheet filetype:pdf","PENDING|brave:""LDPE PERM>80"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
LDPE PERM<0.8,LDPE PERM<0.8,,15.3,5.3,2.5,10.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LDPE PERM<0.8/property/IUPACName/JSON,PENDING|haiku: composition of LDPE PERM<0.8,PENDING|haiku: composition of LDPE PERM<0.8,LDPE; PERM,"PENDING|brave:""LDPE PERM<0.8"" manufacturer product page","PENDING|brave:""LDPE PERM<0.8"" technical data sheet filetype:pdf","PENDING|brave:""LDPE PERM<0.8"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
TOLONATE HDT (RH-POULENC),TOLONATE HDT (RH-POULENC),,19.0,11.0,3.0,12.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/TOLONATE HDT (RH-POULENC)/property/IUPACName/JSON,PENDING|haiku: composition of TOLONATE HDT (RH-POULENC),PENDING|haiku: composition of TOLONATE HDT (RH-POULENC),HDT; RH,"PENDING|brave:""TOLONATE HDT (RH-POULENC)"" manufacturer product page","PENDING|brave:""TOLONATE HDT (RH-POULENC)"" technical data sheet filetype:pdf","PENDING|brave:""TOLONATE HDT (RH-POULENC)"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
TOLONATE HDB (RH-POULENC),TOLONATE HDB (RH-POULENC),,19.0,11.0,2.0,11.3,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/TOLONATE HDB (RH-POULENC)/property/IUPACName/JSON,PENDING|haiku: composition of TOLONATE HDB (RH-POULENC),PENDING|haiku: composition of TOLONATE HDB (RH-POULENC),HDB; RH,"PENDING|brave:""TOLONATE HDB (RH-POULENC)"" manufacturer product page","PENDING|brave:""TOLONATE HDB (RH-POULENC)"" technical data sheet filetype:pdf","PENDING|brave:""TOLONATE HDB (RH-POULENC)"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
R ACM,R ACM,,16.8,11.8,11.6,17.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R ACM/property/IUPACName/JSON,ACM; polyacrylate rubber (RAPRA chemical resistance data),ACM; polyacrylate rubber (RAPRA chemical resistance data),ACM,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R BUTYL,R BUTYL,,18.0,0.0,3.0,9.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R BUTYL/property/IUPACName/JSON,PENDING|haiku: composition of BUTYL (RAPRA chemical resistance data),PENDING|haiku: composition of BUTYL (RAPRA chemical resistance data),BUTYL,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R ECO,R ECO,,21.3,8.1,6.1,12.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R ECO/property/IUPACName/JSON,ECO; epichlorohydrin rubber (RAPRA chemical resistance data),ECO; epichlorohydrin rubber (RAPRA chemical resistance data),ECO,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R CSM,R CSM,,28.0,14.0,3.4,28.3,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R CSM/property/IUPACName/JSON,CSM; Hypalon; chlorosulfonated PE (RAPRA chemical resistance data),CSM; Hypalon; chlorosulfonated PE (RAPRA chemical resistance data),CSM,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R EBONITE (DATA FIT 0.722),R EBONITE (DATA FIT 0.722),,18.7,6.1,2.7,6.6,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R EBONITE (DATA FIT 0.722)/property/IUPACName/JSON,PENDING|haiku: composition of EBONITE (DATA FIT 0.722) (RAPRA chemical resistance data),PENDING|haiku: composition of EBONITE (DATA FIT 0.722) (RAPRA chemical resistance data),DATA; FIT,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R ETHYLENE/PROPYLENE,R ETHYLENE/PROPYLENE,,16.6,0.0,5.2,9.1,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R ETHYLENE/PROPYLENE/property/IUPACName/JSON,PENDING|haiku: composition of ETHYLENE/PROPYLENE (RAPRA chemical resistance data),PENDING|haiku: composition of ETHYLENE/PROPYLENE (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R EPDM,R EPDM,,18.6,-3.4,4.4,10.7,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R EPDM/property/IUPACName/JSON,EPDM; ethylene propylene diene monomer rubber (RAPRA chemical resistance data),EPDM; ethylene propylene diene monomer rubber (RAPRA chemical resistance data),EPDM,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R FQ FL/SI,R FQ FL/SI,,15.9,20.1,6.9,16.8,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R FQ FL/SI/property/IUPACName/JSON,PENDING|haiku: composition of FQ FL/SI (RAPRA chemical resistance data),PENDING|haiku: composition of FQ FL/SI (RAPRA chemical resistance data),FQ; FL; SI,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R FKM (VITON) (0.76 DATA FIT),R FKM (VITON) (0.76 DATA FIT),,11.6,23.0,5.0,21.6,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R FKM (VITON) (0.76 DATA FIT)/property/IUPACName/JSON,PENDING|haiku: composition of FKM (VITON) (0.76 DATA FIT) (RAPRA chemical resistance data),PENDING|haiku: composition of FKM (VITON) (0.76 DATA FIT) (RAPRA chemical resistance data),FKM; VITON; DATA; FIT,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R NR NAT RUB,R NR NAT RUB,,20.8,1.8,3.6,14.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R NR NAT RUB/property/IUPACName/JSON,PENDING|haiku: composition of NR NAT RUB (RAPRA chemical resistance data),PENDING|haiku: composition of NR NAT RUB (RAPRA chemical resistance data),NR; NAT; RUB,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R NBR,R NBR,,19.8,17.8,3.2,19.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R NBR/property/IUPACName/JSON,NBR; nitrile rubber; Buna N; acrylonitrile-butadiene rubber (RAPRA chemical resistance data),NBR; nitrile rubber; Buna N; acrylonitrile-butadiene rubber (RAPRA chemical resistance data),NBR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R CR CHLOROPRENE,R CR CHLOROPRENE,,24.6,8.6,6.4,20.4,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R CR CHLOROPRENE/property/IUPACName/JSON,PENDING|haiku: composition of CR CHLOROPRENE (RAPRA chemical resistance data),PENDING|haiku: composition of CR CHLOROPRENE (RAPRA chemical resistance data),CR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R AU ESTER PU,R AU ESTER PU,,17.9,13.3,10.7,17.1,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R AU ESTER PU/property/IUPACName/JSON,PENDING|haiku: composition of AU ESTER PU (RAPRA chemical resistance data),PENDING|haiku: composition of AU ESTER PU (RAPRA chemical resistance data),AU; ESTER; PU,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R PEU ETHER PU,R PEU ETHER PU,,17.9,13.3,10.7,17.1,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R PEU ETHER PU/property/IUPACName/JSON,PENDING|haiku: composition of PEU ETHER PU (RAPRA chemical resistance data),PENDING|haiku: composition of PEU ETHER PU (RAPRA chemical resistance data),PEU; ETHER; PU,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R T SULPHIDE,R T SULPHIDE,,25.3,17.3,6.7,23.6,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R T SULPHIDE/property/IUPACName/JSON,PENDING|haiku: composition of T SULPHIDE (RAPRA chemical resistance data),PENDING|haiku: composition of T SULPHIDE (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R Q SILICONE (0.748 D ATA FIT),R Q SILICONE (0.748 D ATA FIT),,13.8,5.0,1.2,14.3,silicone,polysiloxane/silicone rubber,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R Q SILICONE (0.748 D ATA FIT)/property/IUPACName/JSON,polysiloxane/silicone rubber,polysiloxane/silicone rubber,ATA; FIT,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R SBR,R SBR,,17.2,6.0,4.6,9.8,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R SBR/property/IUPACName/JSON,SBR; styrene-butadiene rubber; Buna S (RAPRA chemical resistance data),SBR; styrene-butadiene rubber; Buna S (RAPRA chemical resistance data),SBR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R TFP TETFLPROP (0.744 DATA FIT),R TFP TETFLPROP (0.744 DATA FIT),,16.6,6.8,0.6,7.9,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R TFP TETFLPROP (0.744 DATA FIT)/property/IUPACName/JSON,PENDING|haiku: composition of TFP TETFLPROP (0.744 DATA FIT) (RAPRA chemical resistance data),PENDING|haiku: composition of TFP TETFLPROP (0.744 DATA FIT) (RAPRA chemical resistance data),TFP; DATA; FIT,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R ABS,R ABS,,17.6,8.6,6.4,10.9,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R ABS/property/IUPACName/JSON,ABS (RAPRA chemical resistance data),ABS (RAPRA chemical resistance data),ABS,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R CELLULOSE ACETATE,R CELLULOSE ACETATE,,14.9,7.1,11.1,12.4,cellulosic,cellulose,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R CELLULOSE ACETATE/property/IUPACName/JSON,cellulose,cellulose,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R CHLORINATED PVC,R CHLORINATED PVC,,17.5,6.5,5.5,6.3,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R CHLORINATED PVC/property/IUPACName/JSON,PENDING|haiku: composition of CHLORINATED PVC (RAPRA chemical resistance data),PENDING|haiku: composition of CHLORINATED PVC (RAPRA chemical resistance data),PVC,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R DIALLYLPHTHALATE,R DIALLYLPHTHALATE,,22.2,12.2,8.6,15.8,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R DIALLYLPHTHALATE/property/IUPACName/JSON,PENDING|haiku: composition of DIALLYLPHTHALATE (RAPRA chemical resistance data),PENDING|haiku: composition of DIALLYLPHTHALATE (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POM ACETAL,R POM ACETAL,,17.2,9.0,9.8,5.3,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POM ACETAL/property/IUPACName/JSON,PENDING|haiku: composition of POM ACETAL (RAPRA chemical resistance data),PENDING|haiku: composition of POM ACETAL (RAPRA chemical resistance data),POM; ACETAL,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R PA12,R PA12,,18.5,8.1,9.1,6.3,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R PA12/property/IUPACName/JSON,PENDING|haiku: composition of PA12 (RAPRA chemical resistance data),PENDING|haiku: composition of PA12 (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R PA66,R PA66,,18.2,8.8,10.8,5.2,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R PA66/property/IUPACName/JSON,PENDING|haiku: composition of PA66 (RAPRA chemical resistance data),PENDING|haiku: composition of PA66 (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYAMIDEIMIDE,R POLYAMIDEIMIDE,,18.5,5.7,8.7,4.2,engineering plastic,polyamide,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYAMIDEIMIDE/property/IUPACName/JSON,polyamide,polyamide,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYBUTYLENETEREPH,R POLYBUTYLENETEREPH,,18.0,5.6,8.4,4.5,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYBUTYLENETEREPH/property/IUPACName/JSON,PENDING|haiku: composition of POLYBUTYLENETEREPH (RAPRA chemical resistance data),PENDING|haiku: composition of POLYBUTYLENETEREPH (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYCARBONATE,R POLYCARBONATE,,19.1,10.9,5.1,12.1,engineering plastic,polycarbonate,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYCARBONATE/property/IUPACName/JSON,polycarbonate,polycarbonate,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R HDPE/LDPE,R HDPE/LDPE,,17.5,4.3,8.3,3.9,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R HDPE/LDPE/property/IUPACName/JSON,PENDING|haiku: composition of HDPE/LDPE (RAPRA chemical resistance data),PENDING|haiku: composition of HDPE/LDPE (RAPRA chemical resistance data),HDPE; LDPE,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R PET,R PET,,19.1,6.3,9.1,4.8,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R PET/property/IUPACName/JSON,PET; Dacron; Mylar (RAPRA chemical resistance data),PET; Dacron; Mylar (RAPRA chemical resistance data),PET,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYIMIDES,R POLYIMIDES,,24.3,19.5,22.9,21.6,engineering plastic,polyimide,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYIMIDES/property/IUPACName/JSON,polyimide,polyimide,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R PMMA,R PMMA,,19.3,16.7,4.7,17.4,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R PMMA/property/IUPACName/JSON,PMMA; acrylic glass; Plexiglas; Perspex; Lucite (RAPRA chemical resistance data),PMMA; acrylic glass; Plexiglas; Perspex; Lucite (RAPRA chemical resistance data),PMMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R TPX,R TPX,,18.8,1.4,6.4,7.9,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R TPX/property/IUPACName/JSON,PENDING|haiku: composition of TPX (RAPRA chemical resistance data),PENDING|haiku: composition of TPX (RAPRA chemical resistance data),TPX,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYPHENYLENEOXIDE,R POLYPHENYLENEOXIDE,,16.9,8.9,2.7,11.7,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYPHENYLENEOXIDE/property/IUPACName/JSON,PENDING|haiku: composition of POLYPHENYLENEOXIDE (RAPRA chemical resistance data),PENDING|haiku: composition of POLYPHENYLENEOXIDE (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYSULPHONE,R POLYSULPHONE,,19.8,11.2,6.2,11.3,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYSULPHONE/property/IUPACName/JSON,PENDING|haiku: composition of POLYSULPHONE (RAPRA chemical resistance data),PENDING|haiku: composition of POLYSULPHONE (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R POLYPROPYLENE,R POLYPROPYLENE,,17.2,5.6,-0.4,4.5,polyolefin,polypropylene,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R POLYPROPYLENE/property/IUPACName/JSON,polypropylene,polypropylene,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R EPOXY COLD CURING,R EPOXY COLD CURING,,16.8,10.8,8.8,8.2,thermoset,epoxy resin,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R EPOXY COLD CURING/property/IUPACName/JSON,epoxy resin,epoxy resin,EPOXY; COLD; CURING,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R EPOXY HOT CURING,R EPOXY HOT CURING,,18.3,12.3,9.7,7.3,thermoset,epoxy resin,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R EPOXY HOT CURING/property/IUPACName/JSON,epoxy resin,epoxy resin,EPOXY; HOT; CURING,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R HET RESIN,R HET RESIN,,17.5,11.3,8.3,8.6,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R HET RESIN/property/IUPACName/JSON,PENDING|haiku: composition of HET RESIN (RAPRA chemical resistance data),PENDING|haiku: composition of HET RESIN (RAPRA chemical resistance data),HET; RESIN,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
