name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,subclass,product_url
CRYPLEX 1473-5,CRYPLEX 1473-5,,19.2,9.4,5.6,8.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CRYPLEX 1473-5,CRYPLEX 1473-5,,,
DEG ISOPH,DEG ISOPH,,19.2,17.2,14.6,11.8,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DEG ISOPH,DEG ISOPH,,,
DEG PHTH,DEG PHTH,,21.0,15.2,13.2,13.7,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DEG PHTH,DEG PHTH,,,
DPG PHTH,DPG PHTH,,20.1,11.5,6.7,11.607248,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DPG PHTH,DPG PHTH,,,
DOW ADIP TEREP,DOW ADIP TEREP,,17.8,10.4,6.8,9.3,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DOW ADIP TEREP,DOW ADIP TEREP,,,
DOW X-2635 MALEATE,DOW X-2635 MALEATE,,17.8,5.6,6.8,4.5,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DOW X-2635 MALEATE,DOW X-2635 MALEATE,,,
VITEL PE LINEAR,VITEL PE LINEAR,,14.9,10.1,2.9,6.1,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VITEL PE LINEAR,VITEL PE LINEAR,,,
VITEL PE101-X,VITEL PE101-X,,21.3,6.3,4.7,7.3,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VITEL PE101-X,VITEL PE101-X,,,
HYD BIS A FUM ISPH,HYD BIS A FUM ISPH,,17.0,4.4,6.2,5.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYD BIS A FUM ISPH,HYD BIS A FUM ISPH,,,
HYD BIS A PG FUM ISPH,HYD BIS A PG FUM ISPH,,18.7,8.9,5.5,8.4,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYD BIS A PG FUM ISPH,HYD BIS A PG FUM ISPH,,,
PENTA BENZ MAL,PENTA BENZ MAL,,19.4,12.2,10.2,10.8,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PENTA BENZ MAL,PENTA BENZ MAL,,,
SOL MYLAR 49001,SOL MYLAR 49001,,19.0,5.0,4.0,5.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SOL MYLAR 49001,SOL MYLAR 49001,,Saturated Polyester,
SOL MYLAR 49002,SOL MYLAR 49002,,19.0,5.0,5.0,5.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SOL MYLAR 49002,SOL MYLAR 49002,,Saturated Polyester,
TEG EG MAL TEREP,TEG EG MAL TEREP,,18.8,11.4,9.2,10.2,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,TEG EG MAL TEREP,TEG EG MAL TEREP,,,
TEG MALEATE,TEG MALEATE,,18.1,13.9,12.1,9.7,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,TEG MALEATE,TEG MALEATE,,,
V AREZ 123,V AREZ 123,,17.3,10.9,11.9,10.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,V AREZ 123,V AREZ 123,,,
AMOCO 18-290,AMOCO 18-290,,19.3,3.7,7.9,7.8,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,AMOCO 18-290,AMOCO 18-290,,,
BUTON 100 BUTAD-STY,BUTON 100 BUTAD-STY,,17.0,4.0,3.0,7.3,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BUTON 100 BUTAD-STY,BUTON 100 BUTAD-STY,,SBS,
BUTON 300,BUTON 300,,17.3,3.7,7.3,7.0,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BUTON 300,BUTON 300,,SBS,
KOPPERS KTPL-A,KOPPERS KTPL-A,,19.3,3.7,7.9,7.8,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,KOPPERS KTPL-A,KOPPERS KTPL-A,,,
RUBBER MOD PS,RUBBER MOD PS,,20.0,5.0,1.0,7.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,RUBBER MOD PS,RUBBER MOD PS,,,
STY MAL ANH,STY MAL ANH,,23.4,13.8,15.2,16.5,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY MAL ANH,STY MAL ANH,,SMA,
LYTRON 820,LYTRON 820,,21.1,13.1,14.5,14.4,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LYTRON 820,LYTRON 820,,,https://pubchem.ncbi.nlm.nih.gov/compound/62707
MARBON 9200,MARBON 9200,61789-96-6,19.0,4.0,4.0,6.0,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MARBON 9200,MARBON 9200,,,
PARAPOL S-50,PARAPOL S-50,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PARAPOL S-50,PARAPOL S-50,,,
PARAPOL S-60,PARAPOL S-60,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PARAPOL S-60,PARAPOL S-60,,,
PICCOFLEX 120,PICCOFLEX 120,,17.4,7.8,3.8,7.7,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PICCOFLEX 120,PICCOFLEX 120,,,
SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,Polyaldehyde,
SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,Polyaldehyde,
SHELL X-450,SHELL X-450,,19.3,9.5,11.1,11.1,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SHELL X-450,SHELL X-450,,Polyaldehyde,
SMA 1430A,SMA 1430A,,18.8,11.4,16.4,14.1,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SMA 1430A,SMA 1430A,,,
SAN 85/15,SAN 85/15,,19.1,9.5,3.1,8.7,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SAN 85/15,SAN 85/15,,,
STY/BUTENOL 85/15,STY/BUTENOL 85/15,,17.4,7.8,3.8,7.7,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/BUTENOL 85/15,STY/BUTENOL 85/15,,,
STY/CYCLOL 82/18,STY/CYCLOL 82/18,,18.2,5.6,7.2,5.7,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/CYCLOL 82/18,STY/CYCLOL 82/18,,,
STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,17.7,4.9,5.9,5.9,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,,
STY/MAA 90/10,STY/MAA 90/10,,18.7,6.3,7.3,6.7,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/MAA 90/10,STY/MAA 90/10,,,
STY/MA 85/15,STY/MA 85/15,,18.0,9.0,3.0,9.0,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/MA 85/15,STY/MA 85/15,,,
STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,18.9,10.9,10.7,9.7,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,,
STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,18.0,9.8,8.4,10.1,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,,
STY/VBE 85/15,STY/VBE 85/15,,17.4,7.8,3.8,7.7,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,STY/VBE 85/15,STY/VBE 85/15,,,
Styron 44OM-27 MOD PS,STYRON 44OM-27 MOD PS,,20.0,5.0,1.0,7.0,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Styron 44OM-27 MOD PS,Styron 44OM-27 MOD PS,,,
Styron 475M-27,STYRON 475M-27,,20.0,5.0,1.0,7.0,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,High-impact polystyrene,HIPS,high-impact polystyrene; HIPS,,HIPS,
Styron 480-27,STYRON 480-27,,20.0,6.0,4.0,5.3,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Styron 480-27,Styron 480-27,,,
Acryloid K120N,ACRYLOID K120N,,17.6,10.0,3.8,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Acryloid K120N,Acryloid K120N,,,
DODA 6225,DODA 6225,,19.0,2.0,1.0,3.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DODA 6225,DODA 6225,,,
DODA 3457,DODA 3457,,19.0,2.0,1.0,3.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,DODA 3457,DODA 3457,,,
ELV AX 250,ELV AX 250,,19.0,2.0,1.0,3.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ELV AX 250,ELV AX 250,,EVA,
ELV AX 150,ELV AX 150,,18.7,2.3,0.7,6.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ELV AX 150,ELV AX 150,,EVA,
ELV AX EOD 3602-1,ELV AX EOD 3602-1,,17.7,3.3,2.7,5.407248,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ELV AX EOD 3602-1,ELV AX EOD 3602-1,,EVA,
EXON 470 PVC,EXON 470 PVC,,17.4,7.8,3.8,7.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EXON 470 PVC,EXON 470 PVC,,,
EXON 471,EXON 471,,17.9,8.7,2.5,9.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EXON 471,EXON 471,,PVC,
EXON 473,EXON 473,,17.4,7.8,3.8,7.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EXON 473,EXON 473,,PVC,
GEON 121,GEON 121,,19.5,6.7,11.1,8.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,GEON 121,GEON 121,,PVC,
POLYCYCLOLa,POLYCYCLOLa,,19.0,9.0,15.0,12.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,POLYCYCLOLa,POLYCYCLOLa,,,
PVBE,PVBE,,16.7,3.7,8.3,8.6,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVBE,PVBE,,PVE,
PVEE,PVEE,,16.0,4.0,12.0,14.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVEE,PVEE,,PVEE,
FORMV AR 7/70E PVFORMAL,FORMV AR 7/70E PVFORMAL,,22.2,12.6,14.2,14.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,FORMV AR 7/70E PVFORMAL,FORMV AR 7/70E PVFORMAL,,PVFormal,
FORMV AR 15/95E,FORMV AR 15/95E,,22.2,12.6,14.2,14.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,FORMV AR 15/95E,FORMV AR 15/95E,,PVFormal,
PVIBE,PVIBE,,16.0,1.0,8.0,10.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVIBE,PVIBE,,PVIBE,
SARAN F-120 VCL2/AN,SARAN F-120 VCL2/AN?,,28.8,16.8,0.8,23.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SARAN F-120 VCL2/AN,SARAN F-120 VCL2/AN,,PVDC,
SARAN F-220,SARAN F-220 ?,,28.8,16.8,0.8,23.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SARAN F-220,SARAN F-220,,PVDC,
SINCLAIR 3840A,SINCLAIR 3840A,,18.4,4.0,9.6,7.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SINCLAIR 3840A,SINCLAIR 3840A,,,
V A/EHA/MA 63/33/4,V A/EHA/MA 63/33/4,,17.7,6.3,7.7,5.3,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,V A/EHA/MA 63/33/4,V A/EHA/MA 63/33/4,,PVAc,
V A/EHA/CYC/MAA/76/12/8/4,V A/EHA/CYC/MAA/76/12/8/4,,21.2,12.4,13.0,12.6,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,V A/EHA/CYC/MAA/76/12/8/4,V A/EHA/CYC/MAA/76/12/8/4,,PVAc,
V A/EA/CY 70/20/10,V A/EA/CY 70/20/10,,20.0,12.0,11.0,15.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,V A/EA/CY 70/20/10,V A/EA/CY 70/20/10,,PVAc,
VBE/AN/MAA 46/27/27,VBE/AN/MAA 46/27/27,,18.9,11.7,11.1,9.6,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VBE/AN/MAA 46/27/27,VBE/AN/MAA 46/27/27,,PVE,
VBE/MA/MAC46/27/27,VBE/MA/MAC46/27/27,,19.4,13.0,13.8,12.3,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VBE/MA/MAC46/27/27,VBE/MA/MAC46/27/27,,PVE,
VDC/AA 75/25,VDC/AA 75/25 ?,,20.4,11.0,0.8,11.7,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VDC/AA 75/25,VDC/AA 75/25,,PVDC,
VINYLITE AYAA PV AC,VINYLITE AYAA PV AC,,22.9,18.3,7.7,20.4,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE AYAA PV AC,VINYLITE AYAA PV AC,,,
VINYLITE VAGH,VINYLITE VAGH,,17.0,7.8,6.8,7.1,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE VAGH,VINYLITE VAGH,,,
VINYLITE VMCH,VINYLITE VMCH,,18.3,9.7,7.7,8.5,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE VMCH,VINYLITE VMCH,,,
VINYLITE VXCC,VINYLITE VXCC,,18.0,9.4,4.6,8.4,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE VXCC,VINYLITE VXCC,,,
VINYLITE VYHH,VINYLITE VYHH,,19.0,11.0,5.0,10.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE VYHH,VINYLITE VYHH,,,
VINYLITE VYLF,VINYLITE VYLF,,18.0,9.4,4.6,8.4,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE VYLF,VINYLITE VYLF,,,
VINYLITE XYHL PVBUTYRAL,VINYLITE XYHL PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE XYHL PVBUTYRAL,VINYLITE XYHL PVBUTYRAL,,,
VINYLITE XYSG PVBUTYRAL,VINYLITE XYSG PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINYLITE XYSG PVBUTYRAL,VINYLITE XYSG PVBUTYRAL,,,
VYSET 69,VYSET 69,,17.9,3.5,7.5,5.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VYSET 69,VYSET 69,,,
ACRYLAMIDE MONOMER,ACRYLAMIDE MONOMER,79-06-1,16.9,18.1,19.9,17.0,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ACRYLAMIDE MONOMER,ACRYLAMIDE MONOMER,,Monomer,
BAKELITE SULFONE P-47,BAKELITE SULFONE P-47,,20.0,3.0,6.0,3.0,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BAKELITE SULFONE P-47,BAKELITE SULFONE P-47,,,
BECKOLIN 27 MODIF OIL,BECKOLIN 27 MODIF OIL,,11.4,0.0,3.0,18.1,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BECKOLIN 27 MODIF OIL,BECKOLIN 27 MODIF OIL,,Alkyd,
PEO 4000 SAMPLES HEA TED,PEO 4000 ? SAMPLES HEA TED,,22.2,11.2,13.2,17.1,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEO 4000 SAMPLES HEA TED,PEO 4000 SAMPLES HEA TED,,PEO,
CHLORINATED RUBBER,CHLORINATED RUBBER,,18.0,6.0,5.0,7.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CHLORINATED RUBBER,CHLORINATED RUBBER,,,
CONOCO H-35 HYDROCARBON M,CONOCO H-35 HYDROCARBON M,,11.4,0.0,3.0,18.1,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CONOCO H-35 HYDROCARBON M,CONOCO H-35 HYDROCARBON M,,,
DAMMAR GUM DEWAXED,DAMMAR GUM DEWAXED,,19.0,2.0,9.0,9.0,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Dammar resin,dammar,dammar varnish; dammer resin,,Dammar,
