name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
"N,N,N,N-Tetramethylthiourea","N,N,N,N-Tetramethylthiourea",2782-91-4,,,17.3,6.0,10.5,132.2,,,,amide,Thioureas,,"n,n,n,n-tetramethylthiourea","N,N,N,N-Tetramethylthiourea","N,N,N,N-Tetramethylthiourea",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N,N,N-Tetramethylthiourea"
"N,N-Dibutyl Formamide","N,N-Dibutyl Formamide",761-65-9,,,15.5,8.9,6.2,182.0,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,"n,n-dibutyl formamide","N,N-Dibutyl Formamide","N,N-Dibutyl Formamide",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Dibutyl Formamide"
"N,N-Dichloroethyl Amine","N,N-Dichloroethyl Amine",334-22-5,,,16.8,7.6,7.7,98.3,,,,amine,,,"n,n-dichloroethyl amine","N,N-Dichloroethyl Amine","N,N-Dichloroethyl Amine",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Dichloroethyl Amine"
"N,N-Dichloromethyl Amine","N,N-Dichloromethyl Amine",7651-91-4,,,16.8,7.6,8.0,90.8,,,,amine,Organonitrogen compounds,,"n,n-dichloromethyl amine","N,N-Dichloromethyl Amine","N,N-Dichloromethyl Amine",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Dichloromethyl Amine"
"N,N-Diethyl Acetamide","N,N-Diethyl Acetamide",685-91-6,,,16.4,11.3,7.5,124.5,,,,amide,,,"n,n-diethyl acetamide","N,N-Diethyl Acetamide","N,N-Diethyl Acetamide",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Diethyl Acetamide"
"N,N-Diethyl Formamide","N,N-Diethyl Formamide",617-84-5,,,16.4,11.4,9.2,111.4,,,,amide,,,"n,n-diethyl formamide","N,N-Diethyl Formamide","N,N-Diethyl Formamide",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Diethyl Formamide"
"N,N-Dimethyl Acetamide","N,N-Dimethyl Acetamide",127-19-5,,,16.8,11.5,10.2,92.5,,,,amide,,,"n,n-dimethyl acetamide","N,N-Dimethyl Acetamide","N,N-Dimethyl Acetamide",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Dimethyl Acetamide"
"N,N-Dimethyl Butyramide","N,N-Dimethyl Butyramide",760-79-2,,,16.4,10.6,7.4,127.8,,,,amide,Fatty Acyls,Fatty amides,"n,n-dimethyl butyramide","N,N-Dimethyl Butyramide","N,N-Dimethyl Butyramide",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N,N-Dimethyl Butyramide"
N-(2-Hydroxyethyl)-2-Pyrrolidone,N-(2-Hydroxyethyl)-2-Pyrrolidone,3445-11-02 00:00:00,,,18.0,9.2,15.7,113.4,,,,amide,,,n-(2-hydroxyethyl)-2-pyrrolidone,N-(2-Hydroxyethyl)-2-Pyrrolidone,N-(2-Hydroxyethyl)-2-Pyrrolidone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-(2-Hydroxyethyl)-2-Pyrrolidone
N-Acetyl Caprolactam,N-Acetyl Caprolactam,1888-91-1,,,18.9,8.7,4.8,155.0,,,,amide,,,n-acetyl caprolactam,N-Acetyl Caprolactam,N-Acetyl Caprolactam,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Acetyl Caprolactam
N-Acetyl Morpholine,N-Acetyl Morpholine,,,,18.3,5.3,7.8,115.6,,,,amine,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: N-Acetyl Morpholine
N-Acetyl Piperidine,N-Acetyl Piperidine,618-42-8,,,18.5,10.0,6.5,125.8,,,,amine,Piperidines,N-acylpiperidines,n-acetyl piperidine,N-Acetyl Piperidine,N-Acetyl Piperidine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Acetyl Piperidine
N-Acetyl Pyrrolidone,N-Acetyl Pyrrolidone,932-17-2,,,17.8,13.1,8.3,127.0,,,,amide,Pyrrolidines,N-acylpyrrolidines,n-acetyl pyrrolidone,N-Acetyl Pyrrolidone,N-Acetyl Pyrrolidone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Acetyl Pyrrolidone
N-Benzyl Pyrrolidone,N-Benzyl Pyrrolidone,5291-77-0,,,18.2,6.1,5.6,160.0,,,,amide,Benzene and substituted derivatives,,n-benzyl pyrrolidone,N-Benzyl Pyrrolidone,N-Benzyl Pyrrolidone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Benzyl Pyrrolidone
n-Butyl Acetate,n-Butyl Acetate,123-86-4,,,15.8,3.7,6.3,132.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-butyl acetate,n-Butyl Acetate,n-Butyl Acetate; BuOAc; BA,BuOAc; BA,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Acetate
n-Butyl Aceto Acetate,n-Butyl Aceto Acetate,591-60-6,,,16.6,5.8,7.3,164.3,,,,ester,,,n-butyl aceto acetate,n-Butyl Aceto Acetate,n-Butyl Aceto Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Aceto Acetate
n-Butyl Acrylate,n-Butyl Acrylate,141-32-2,,,15.6,6.2,4.9,143.8,,,,ester,Carboxylic acids and derivatives,Acrylic acids and derivatives,n-butyl acrylate,n-Butyl Acrylate,n-Butyl Acrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Acrylate
n-Butyl Amine,n-Butyl Amine,109-73-9,,,16.2,4.5,8.0,99.0,,,,amine,Organonitrogen compounds,Amines,n-butyl amine,n-Butyl Amine,n-Butyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Amine
N-Butyl Amine/Acetic Acid,N-Butyl Amine/Acetic Acid,,,,16.0,20.3,18.4,,,,,amine,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: N-Butyl Amine/Acetic Acid
n-Butyl Butyrate,n-Butyl Butyrate,109-21-7,,,15.6,2.9,5.6,166.7,,,,ester,,,n-butyl butyrate,n-Butyl Butyrate,n-Butyl Butyrate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Butyrate
n-Butyl Cyclohexane,n-Butyl Cyclohexane,1678-93-9,,,16.2,0.0,0.6,176.7,,,,hydrocarbon,Saturated hydrocarbons,Cycloalkanes,n-butyl cyclohexane,n-Butyl Cyclohexane,n-Butyl Cyclohexane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Cyclohexane
n-Butyl Cyclopentane,n-Butyl Cyclopentane,2040-95-1,,,16.4,0.0,1.0,162.0,,,,hydrocarbon,Saturated hydrocarbons,Cycloalkanes,n-butyl cyclopentane,n-Butyl Cyclopentane,n-Butyl Cyclopentane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Cyclopentane
n-Butyl Methacrylate,n-Butyl Methacrylate,97-88-1,,,15.6,6.4,6.6,159.4,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-butyl methacrylate,n-Butyl Methacrylate,n-Butyl Methacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Methacrylate
n-Butyl Propionate,n-Butyl Propionate,590-01-2,,,15.7,5.5,5.9,149.7,,,,ester,,,n-butyl propionate,n-Butyl Propionate,n-Butyl Propionate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Propionate
N-Butyl Pyrrolidone,N-Butyl Pyrrolidone,,,,17.5,9.9,5.8,148.0,,,,heterocyclic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: N-Butyl Pyrrolidone
n-Butyl Salicylate,n-Butyl Salicylate,2052-14-4,,,17.9,4.8,11.7,181.7,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,n-butyl salicylate,n-Butyl Salicylate,n-Butyl Salicylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyl Salicylate
n-Butylbenzene,n-Butylbenzene,104-51-8,,,17.4,0.1,1.1,157.0,,,,aromatic,Benzene and substituted derivatives,,n-butylbenzene,n-Butylbenzene,n-Butylbenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butylbenzene
n-Butyramide,n-Butyramide,541-35-5,,,16.9,13.7,12.3,98.4,,,,amide,Fatty Acyls,Fatty amides,n-butyramide,n-Butyramide,n-Butyramide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Butyramide
N-Chlorodimethylamine,N-Chlorodimethylamine,1585-74-6,,,16.0,7.8,7.9,87.4,,,,amine,Organonitrogen compounds,,n-chlorodimethylamine,N-Chlorodimethylamine,N-Chlorodimethylamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Chlorodimethylamine
N-Cyclohexyl-2-Pyrrolidone,N-Cyclohexyl-2-Pyrrolidone,6837-24-7,,,18.2,6.8,6.5,163.0,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-cyclohexyl-2-pyrrolidone,N-Cyclohexyl-2-Pyrrolidone,N-Cyclohexyl-2-Pyrrolidone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Cyclohexyl-2-Pyrrolidone
N-Ethyl Formamide,N-Ethyl Formamide,627-45-2,,,17.2,10.0,14.0,76.5,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-ethyl formamide,N-Ethyl Formamide,N-Ethyl Formamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Ethyl Formamide
N-Ethyl-2-Pyrrolidone,N-Ethyl-2-Pyrrolidone,2687-91-4,,,18.0,12.0,7.0,113.9,,,,amide,Pyrrolidines,N-alkylpyrrolidines,n-ethyl-2-pyrrolidone,N-Ethyl-2-Pyrrolidone,N-Ethyl-2-Pyrrolidone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Ethyl-2-Pyrrolidone
N-Formyl Hexamethylene Imine,N-Formyl Hexamethylene Imine,25114-81-2,,,18.5,10.4,7.6,127.0,,,,amide,Azepanes,,n-formyl hexamethylene imine,N-Formyl Hexamethylene Imine,N-Formyl Hexamethylene Imine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Formyl Hexamethylene Imine
N-Formyl Piperidine,N-Formyl Piperidine,2591-86-8,,,18.7,10.6,7.8,111.5,,,,amide,Piperidines,,n-formyl piperidine,N-Formyl Piperidine,N-Formyl Piperidine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Formyl Piperidine
n-Heptyl Acetate,n-Heptyl Acetate,112-06-1,,,15.8,2.9,5.5,181.1,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-heptyl acetate,n-Heptyl Acetate,n-Heptyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Heptyl Acetate
n-Hexane,n-Hexane,,,,14.9,0.0,0.0,131.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: n-Hexane
N-Methyl Acetamide,N-Methyl Acetamide,79-16-3,,,16.9,18.7,13.9,76.9,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,n-methyl acetamide,N-Methyl Acetamide,N-Methyl Acetamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Methyl Acetamide
N-Methyl Formamide,N-Methyl Formamide,123-39-7,,,17.4,18.8,15.9,59.1,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,n-methyl formamide,N-Methyl Formamide,N-Methyl Formamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Methyl Formamide
N-Methyl Morpholine-N-Oxide,N-Methyl Morpholine-N-Oxide,,,,19.0,16.1,10.2,97.6,,,,amine,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: N-Methyl Morpholine-N-Oxide
N-Methyl Pyrrolidine,N-Methyl Pyrrolidine,120-94-5,,,17.0,2.8,6.9,104.0,,,,amine,,,n-methyl pyrrolidine,N-Methyl Pyrrolidine,N-Methyl Pyrrolidine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Methyl Pyrrolidine
N-Methyl-2-Pyrrolidone,N-Methyl-2-Pyrrolidone,,,,18.0,12.3,7.2,96.5,,,,heterocyclic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: N-Methyl-2-Pyrrolidone
N-Methylaniline,N-Methylaniline,100-61-8,,,19.5,6.0,11.5,108.4,,,,amine,,,n-methylaniline,N-Methylaniline,N-Methylaniline,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: N-Methylaniline
n-Pentyl Propionate,n-Pentyl Propionate,624-54-4,,,15.8,5.2,5.7,165.3,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-pentyl propionate,n-Pentyl Propionate,n-Pentyl Propionate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Pentyl Propionate
n-Propyl Acetate,n-Propyl Acetate,109-60-4,,,15.3,4.3,7.6,115.3,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,n-propyl acetate,n-Propyl Acetate,n-Propyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Propyl Acetate
n-Propyl Nitrate,n-Propyl Nitrate,627-13-4,,,15.8,11.3,4.1,99.7,,,,nitro,,,n-propyl nitrate,n-Propyl Nitrate,n-Propyl Nitrate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Propyl Nitrate
n-Tetradecane,n-Tetradecane,629-59-4,,,16.2,0.0,0.0,261.3,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,n-tetradecane,n-Tetradecane,n-Tetradecane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: n-Tetradecane
Naphtha.High-Flash,Naphtha.High-Flash,,,,17.9,0.7,1.8,181.8,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Naphtha.High-Flash
Naphthalene,Naphthalene,91-20-3,,,19.2,2.0,5.9,111.5,,,,aromatic,Naphthalenes,,naphthalene,Naphthalene,Naphthalene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Naphthalene
Nicotine,Nicotine,54-11-5,,,18.5,7.8,6.5,160.7,,,,heterocyclic,Pyridines and derivatives,Pyrrolidinylpyridines,nicotine,Nicotine,Nicotine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nicotine
Nitrobenzene,Nitrobenzene,98-95-3,,,20.0,8.6,4.1,102.7,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,nitrobenzene,Nitrobenzene,Nitrobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitrobenzene
Nitroethane,Nitroethane,79-24-3,,,16.0,15.5,4.5,71.5,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitroethane,Nitroethane,Nitroethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitroethane
Nitroethylene,Nitroethylene,3638-64-0,,,16.3,16.6,5.0,59.9,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitroethylene,Nitroethylene,Nitroethylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitroethylene
Nitroglycerin (Glyceryl Trinitrate),Nitroglycerin (Glyceryl Trinitrate),55-63-0,,,16.2,17.8,5.9,142.5,,,,nitro,Organic oxoanionic compounds,Organic nitrates,nitroglycerin (glyceryl trinitrate),Nitroglycerin (Glyceryl Trinitrate),Nitroglycerin (Glyceryl Trinitrate),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitroglycerin (Glyceryl Trinitrate)
Nitromethane,Nitromethane,75-52-5,,,15.8,18.8,5.1,54.3,,,,nitro,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,nitromethane,Nitromethane,Nitromethane; MeNO2,MeNO2,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitromethane
Nitrosobenzene,Nitrosobenzene,586-96-9,,,20.0,12.7,4.0,89.3,,,,nitro,Benzene and substituted derivatives,,nitrosobenzene,Nitrosobenzene,Nitrosobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nitrosobenzene
Nonane,Nonane,111-84-2,,,15.7,0.0,0.0,179.7,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,nonane,Nonane,Nonane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nonane
Nonyl Phenol,Nonyl Phenol,104-40-5,,,16.5,4.1,9.2,231.0,,,,alcohol,Phenols,1-hydroxy-2-unsubstituted benzenoids,nonyl phenol,Nonyl Phenol,Nonyl Phenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nonyl Phenol
Nonyl Phenoxy Ethanol,Nonyl Phenoxy Ethanol,27986-36-3,,,16.7,10.2,8.4,275.0,,,,alcohol,Phenol ethers,,nonyl phenoxy ethanol,Nonyl Phenoxy Ethanol,Nonyl Phenoxy Ethanol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Nonyl Phenoxy Ethanol
Norephedrin,Norephedrin,299-42-3,,,18.0,10.7,24.1,141.9,,,,other,,,norephedrin,Norephedrin,Norephedrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Norephedrin
o-Bromoanisole,o-Bromoanisole,578-57-4,,,19.8,8.4,6.7,124.5,,,,ether,Phenol ethers,Anisoles,o-bromoanisole,o-Bromoanisole,o-Bromoanisole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Bromoanisole
o-Bromochlorobenzene,o-Bromochlorobenzene,694-80-4,,,20.3,7.7,4.6,116.9,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-bromochlorobenzene,o-Bromochlorobenzene,o-Bromochlorobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Bromochlorobenzene
o-Bromostyrene,o-Bromostyrene,2039-88-5,,,19.5,5.2,5.3,130.0,,,,halogenated,Benzene and substituted derivatives,Styrenes,o-bromostyrene,o-Bromostyrene,o-Bromostyrene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Bromostyrene
o-Bromotoluene,o-Bromotoluene,95-46-5,,,19.3,5.0,4.2,119.0,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-bromotoluene,o-Bromotoluene,o-Bromotoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Bromotoluene
o-Chlorofluorobenzen,o-Chlorofluorobenzen,,,,19.4,8.7,2.0,104.9,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: o-Chlorofluorobenzen
o-Chlorostyrene,o-Chlorostyrene,2039-87-4,,,18.7,4.7,3.9,126.8,,,,halogenated,Benzene and substituted derivatives,Styrenes,o-chlorostyrene,o-Chlorostyrene,o-Chlorostyrene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Chlorostyrene
o-Chlorothiophenol,o-Chlorothiophenol,6320-03-02 00:00:00,,,20.2,7.0,10.0,113.4,,,,alcohol,,,o-chlorothiophenol,o-Chlorothiophenol,o-Chlorothiophenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Chlorothiophenol
o-Dibromobenzene,o-Dibromobenzene,583-53-9,,,20.7,6.5,5.3,120.0,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-dibromobenzene,o-Dibromobenzene,o-Dibromobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Dibromobenzene
o-Dichlorobenzene,o-Dichlorobenzene,95-50-1,,,19.2,6.3,3.3,112.8,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,o-dichlorobenzene,o-Dichlorobenzene,o-Dichlorobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Dichlorobenzene
o-Difluorobenzen,o-Difluorobenzen,,,,18.0,9.0,1.0,98.5,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: o-Difluorobenzen
o-Methoxyphenol (Guaiacol),o-Methoxyphenol (Guaiacol),90-05-1,,,18.0,8.2,13.3,109.5,,,,alcohol,,,o-methoxyphenol (guaiacol),o-Methoxyphenol (Guaiacol),o-Methoxyphenol (Guaiacol),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-Methoxyphenol (Guaiacol)
o-n-Butyltoluene,o-n-Butyltoluene,1595-11-5,,,17.6,0.1,1.0,171.3,,,,aromatic,,,o-n-butyltoluene,o-n-Butyltoluene,o-n-Butyltoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: o-n-Butyltoluene
o-Xylene,o-Xylene,,,,17.8,1.0,3.1,121.2,,,,aromatic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: o-Xylene
Octadecane,Octadecane,593-45-3,,,16.4,0.0,0.0,326.9,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,octadecane,Octadecane,Octadecane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Octadecane
Octane,Octane,111-65-9,,,15.5,0.0,0.0,163.5,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,octane,Octane,Octane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Octane
Octanoic Acid,Octanoic Acid,124-07-2,,,15.1,3.3,8.2,159.0,,,,acid,Fatty Acyls,Fatty acids and conjugates,octanoic acid,Octanoic Acid,Octanoic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Octanoic Acid
Octyl Acetate,Octyl Acetate,112-14-1,,,15.8,2.9,5.1,196.0,,,,ester,,,octyl acetate,Octyl Acetate,Octyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Octyl Acetate
Oleic Acid,Oleic Acid,112-80-1,,,16.0,2.8,6.2,317.0,,,,acid,,,oleic acid,Oleic Acid,Oleic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Oleic Acid
Oleyl Alcohol,Oleyl Alcohol,143-28-2,,,14.3,2.6,8.0,316.0,,,,alcohol,Fatty Acyls,Fatty alcohols,oleyl alcohol,Oleyl Alcohol,Oleyl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Oleyl Alcohol
Oxalic Acid,Oxalic Acid,144-62-7,,,17.0,14.3,22.0,47.4,,,,acid,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,oxalic acid,Oxalic Acid,Oxalic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Oxalic Acid
Oxalylchloride,Oxalylchloride,79-37-8,,,16.1,3.8,7.5,85.8,,,,halogenated,,,oxalylchloride,Oxalylchloride,Oxalylchloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Oxalylchloride
Oxetane (Trimethylene Oxide),Oxetane (Trimethylene Oxide),503-30-0,,,18.0,9.1,5.4,65.0,,,,ether,,,oxetane (trimethylene oxide),Oxetane (Trimethylene Oxide),Oxetane (Trimethylene Oxide),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Oxetane (Trimethylene Oxide)
Ozone,Ozone,10028-15-6,,,19.8,4.2,0.0,24.0,,,,inorganic,Other non-metal organides,Other non-metal oxides,ozone,Ozone,Ozone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ozone
p-Anisidine (Methoxy Aniline),p-Anisidine (Methoxy Aniline),104-94-9,,,19.9,6.5,11.3,113.3,,,,amine,,,p-anisidine (methoxy aniline),p-Anisidine (Methoxy Aniline),p-Anisidine (Methoxy Aniline),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Anisidine (Methoxy Aniline)
p-Bromobenzonitrile,p-Bromobenzonitrile,623-00-7,,,20.4,9.3,5.8,113.8,,,,nitrile,,,p-bromobenzonitrile,p-Bromobenzonitrile,p-Bromobenzonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Bromobenzonitrile
p-Bromobenzoyl Chloride,p-Bromobenzoyl Chloride,586-75-4,,,20.2,6.5,5.5,137.2,,,,halogenated,,,p-bromobenzoyl chloride,p-Bromobenzoyl Chloride,p-Bromobenzoyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Bromobenzoyl Chloride
