no,solvent_name,autonom_acd_name,dispersion,polarity,hydrogen_bonding,molar_volume
568,1-Propanethiol,Propane-1-thiol,16.1,5.8,5.7,90.5
569,1-Propanol,Propan-1-ol,16.0,6.8,17.4,75.2
570,2-Propanol,Propan-2-ol,15.8,6.1,16.4,76.8
1036,Propargyl Acetate,Acetic acid prop-2-yn yl ester,16.3,5.2,8.3,98.8
571,Propargylaldehyde,Propynal,16.2,11.9,8.7,60.0
572,beta-Propiolactone,Oxetan-2-one,19.7,18.2,10.3,65.5
1062,Propionaldehyde,Propionaldehyde,15.3,11.1,6.9,73.4
574,"Propionaldehyde-2,3-Epoxy",Oxirane-2-carbaldehyde,17.5,13.4,9.8,63.2
575,Propionamide,Propionamide,16.7,9.8,11.5,78.9
576,Propionic Acid,Propionic acid,14.7,5.3,12.4,75.0
1043,Propionic Anhydride,Propanoic anhydride,16.2,10.0,8.7,129.4
577,Propionitrile,Propionitrile,15.3,14.3,5.5,70.9
578,Propionylchloride,Propionyl chloride,16.1,10.3,5.3,86.9
579,n-Propyl Acetate,Acetic acid prop yl ester,15.3,4.3,7.6,115.3
580,Propyl Amine,Propylamine,16.9,4.9,8.6,83.0
581,Propyl Chloride,1-Chloro-propane,16.0,7.8,2.0,88.1
926,Propyl Formate,Formic acid prop yl ester,15.5,7.1,8.6,97.9
582,Propyl Methacrylate,2-Methyl-acrylic acid propyl ester,15.5,6.3,6.6,158.8
935,n-Propyl Nitrate,1-Nitrooxy-propane,15.8,11.3,4.1,99.7
583,Propylene,Propene,15.1,1.6,1.5,68.8
584,Propylene Carbonate,"4-Methyl-[1,3]dioxolan-",20.0,18.0,4.1,85.0
746,Propylene Chlorohydrin,1-Chloro-propan-2-ol,16.8,9.8,15.3,85.4
585,Propylene Glycol,"Propane-1,2-diol",16.8,9.4,23.3,73.6
586,Propylene Glycol Mono-t-Butyl Ether,1-tert-Butoxy-propan-,15.3,6.1,10.8,151.6
587,Propylene Glycol Monob utyl Ether,1-Butoxy-propan-2-ol,15.3,4.5,9.2,132.0
588,Propylene Glycol Monoeth yl Ether,1-Ethoxy-propan-2-ol,15.7,6.5,10.5,115.6
589,Propylene Glycol Monoeth yl Ether,Acetic acid 2-ethoxy-1-,15.6,4.3,9.0,155.1
590,Propylene Glycol Monoisob utyl Ether,1-Isobutoxy-propan-2-ol,15.1,4.7,9.8,132.2
857,Propylene Glycol Monoisoprop yl Ether,1-Isopropoxy-propan-2- CH3 ol,15.5,6.1,11.0,134.6
591,Propylene Glycol Monometh yl Ether,1-Methoxy-propan-2-ol,15.6,6.3,11.6,93.8
592,Propylene Glycol Monometh yl Ether,Acetic acid 2-methoxy-,15.6,5.6,9.8,137.1
593,Propylene Glycol Monophen yl Ether,1-Phenoxy-propan-2-ol,17.4,5.3,11.5,143.2
594,Propylene Glycol Monoprop yl Ether,1-Propoxy-propan-2-ol,15.8,7.0,9.2,130.3
1086,Propylene Imine (2-Methyl Aziridine),2-Methyl-aziridine,18.1,8.4,6.5,71.2
595,Propylene Oxide,2-Methyl-oxirane,15.2,8.6,6.7,67.6
596,Propynonitrile,Propynenitrile,15.5,17.0,6.3,62.5
1133,Pulegone,(R)-2-Isopropylidene-5-,17.5,8.9,5.5,162.9
985,Pyrazole,1H-Pyrazole,20.2,10.4,12.4,68.1
597,Pyridazine,Pyridazine,20.2,17.4,11.7,72.6
598,Pyridine,Pyridine,19.0,8.8,5.9,80.9
901,"Pyrogallol (1,2,3-Trihydroxybenzene)","Benzene-1,2,3-triol",20.7,10.7,21.1,87.0
600,Pyrrole,1H-Pyrrole,19.2,7.4,6.7,69.2
1051,Pyrrolidine,Pyrrolidine,17.9,6.5,7.4,83.5
599,2-Pyrrolidone,Pyrrolidin-2-one,19.4,17.4,11.3,76.4
601,Pyruvonitrile,2-Oxo-propionitrile,15.9,18.9,8.0,70.9
1202,Quinine,"(R)-(6-Methoxy- CH2 quinolin-4-yl)- H ((2S,4S,5R)-5-vinyl-1- aza-bicyclo[2.2.2]oct-",19.0,6.6,11.0,310.7
602,Quinoline,Quinoline,19.8,5.6,5.7,118.0
1196,Saccharin,"1,1-Dioxo-1,2-dihydro- O 1lambda*6*- benzo[d]isothiazol-3- N one",21.0,13.9,8.8,206.8
704,Salicylaldehyde,2-Hydroxy-,19.4,10.7,14.7,104.6
1204,Salicylic Acid,2-Hydroxy-benzoic acid,19.4,10.1,17.4,95.7
1225,Sebacic Acid,Decanedioic acid,17.1,7.1,11.7,167.6
1178,Serotonin,3-(2-Amino-ethyl)-1H- NH2 indol-5-ol,18.0,8.2,14.4,144.4
1101,Sinapyl Alcohol,"4-((E)-3-Hydroxy- OH propenyl)-2,6- dimethoxy-phenol",19.2,7.3,16.1,194.6
832,Skatole,3-Methyl-1H-indole,20.0,7.1,6.2,122.6
1207,Spermidin,"N*1*-(3-Amino- propyl)-butane-1,4- diamine",16.7,11.2,12.0,155.6
603,Stearic Acid,Octadecanoic acid,16.3,3.3,5.5,326.0
604,Styrene,Vinyl-benzene,18.6,1.0,4.1,115.6
1014,Styrene Oxide (Phen yl Oxirane),2-Phenyl-oxirane,19.4,5.8,6.6,114.2
605,Succinaldehyde (Butanedial),Succinaldehyde,16.8,9.8,10.5,81.2
606,Succinic Anhydride,"Dihydro-furan-2,5-dione",18.6,19.2,16.6,66.8
607,Succinonitrile,Succinonitrile,17.9,16.2,7.9,81.2
1077,Sulfanilamide,4-Amino- benzenesulfonamide,20.0,19.5,10.7,159.5
608,Sulfolane,Tetrahydro-thiophene,20.3,18.2,10.9,95.7
609,Sulfur Dicyanide,Cyanic thiocyanate,18.1,13.5,0.0,60.0
610,Sulfur Dioxide,Oxosulfane oxide,15.8,8.4,10.0,44.0
1098,Sulfuryl Chloride,Sulfuryl dichloride,17.6,7.2,0.0,81.0
897,Terephthalic Acid,Terephthalic acid,18.8,6.1,10.7,166.0
1127,Tetrabromo Bisphenol A,"2,6-Dibromo-4-[1-(3,5- hydroxyphenyl)-1- methylethyl]phenol",20.2,9.1,13.8,249.5
612,"1,1,2,2-Tetrabromoethane","1,1,2,2-Tetrabromo- ethane",22.6,5.1,8.2,116.8
708,"1,2,4,5-Tetrachlorobenzene 1,2,4,5-T",etrachloro-,21.2,10.7,3.4,116.2
783,"2,2,6,6-Tetrachlorocyclohexanone","2,2,6,6-Tetrachloro-",19.5,14.0,6.3,138.8
614,"1,1,2,2-Tetrachloroethane","1,1,2,2-Tetrachloro- ethane",18.8,5.1,5.3,105.2
882,"1,1,1,2-Tetrachloroethane","1,1,1,2-Tetrachloro- ethane",18.0,4.4,4.2,105.0
615,Tetrachloroethylene,"1,1,2,2-Tetrachloro- ethene",18.3,5.7,0.0,101.2
613,"1,1,2,2-Tetrachloropropane","1,1,2,2-Tetrachloro- propane",17.9,6.7,3.3,123.7
922,n-Tetradecane,Tetradecane,16.2,0.0,0.0,261.3
616,Tetraethylorthosilicate,,13.9,4.3,0.6,224.0
617,Tetrahydrofuran,Tetrahydro-furan,16.8,5.7,8.0,81.7
999,"2,5-Tetrahydrofuran Dimethanol",(5-Hydroxymethyl- tetrahydro-furan-2-yl)- methanol,17.9,8.5,18.9,114.5
1096,Tetrahydrofurfuryl Alcohol,(Tetrahydro-furan-2-yl)- methanol,17.8,8.2,10.2,97.0
618,Tetrahydronaphthalene,"1,2,3,4-Tetrahydro- naphthalene",19.6,2.0,2.9,136.0
619,Tetrahydropyran,Tetrahydro-pyran,16.4,6.3,6.0,97.8
620,Tetrahydrothiapyran,Tetrahydro-thiopyran,18.5,6.3,8.9,103.6
895,"1,1,3,3-Tetramethoxypropane","1,1,3,3-Tetramethoxy- propane",15.0,7.1,6.8,164.7
884,"1,2,3,4-Tetramethylbenzene","1,2,3,4-Tetramethyl-",18.8,0.5,0.5,148.3
885,"1,2,3,5-Tetramethylbenzene","1,2,3,5-Tetramethyl-",18.6,0.5,0.5,150.8
622,Tetramethylene Sulfid,Tetrahydro-thiophene,18.6,6.7,9.1,88.3
790,Tetramethylene Sulfone (Sulfolane),Tetrahydro-thiophene,20.3,18.2,10.9,95.7
623,Tetramethylene Sulfoxide,Tetrahydro-thiophene 1- oxide,18.2,11.0,9.1,90.0
624,Tetramethylurea,Tetramethyl-urea,16.7,8.2,11.0,120.4
933,Tetranitromethane,Tetranitro-methane,15.5,9.9,7.5,119.7
890,"2,2',5,5'-Tetrathiafulvalen","[2,2']Bi[[1,3]dithiolylide",21.0,8.2,8.4,204.0
625,2-Thiabutane,Methylsulfanyl-ethane,16.2,5.9,5.3,90.4
626,Thiacyclopropane,Thiirane,19.3,9.1,5.0,58.0
627,Thiazole,Thiazole,20.5,18.8,10.8,70.9
628,Thioacetamide,Thioacetamide,17.5,20.6,20.2,75.0
629,Thioacetic Acid,Thioacetic acid,17.0,6.7,8.9,71.5
630,Gamma-Thiobutyrolactone,Dihydro-thiophen-2-one,19.0,6.9,6.2,86.6
631,Thiocyanic Acid,Thiocyanic acid,16.8,8.9,10.9,51.7
1034,Thiodiethylenglycol,2-(2-Hydroxy- ethylsulfanyl)-ethanol,17.3,8.8,19.8,103.6
1017,Thioglycolic Acid (Mercapto Acetic,Mercapto-acetic acid,16.0,8.6,14.8,69.5
632,Thionyl Chloride,Thionyl dichloride,16.9,6.2,5.9,79.0
633,Thiophene,Thiophene,18.9,2.4,7.8,79.0
703,Thiophenol,Benzenethiol,20.0,4.5,10.3,102.4
634,Thiourea,Thiourea,20.0,21.7,14.8,72.8
635,"1,4-Thioxane","[1,4]Oxathiane",19.0,6.6,7.7,93.5
1203,Thymol,2-Isopropyl-5-methyl-,19.0,4.5,10.8,166.9
636,Tigaldehyde,(E)-2-Methyl-but-2-enal,16.2,12.9,6.8,96.6
637,Toluene,Toluene,18.0,1.4,2.0,106.8
953,2-Toluidine,o-Tolylamine,19.4,5.8,9.4,107.8
638,Tolylene Diisocyanate,"2,4-Diisocyanato-1-",19.3,7.9,6.1,143.5
1147,"Triacetin (1,2,3-Propanetriol Triacetate) Acetic acid 2-acetoxy-1-",acetoxymethyl-ethyl ester,16.5,4.5,9.1,188.2
1137,Tri-n-Butyl Acetyl Citrate,3-Acetoxy-3- pentanedioic acid,16.7,2.5,7.4,384.3
1020,Tri-n-Butyl Borate,Tri-n-butyl borate,16.7,1.8,4.6,269.7
1220,Tri-n-Butyl Citrate,3-Butoxycarbonyl-3- acid dibutyl ester,16.6,3.8,10.1,345.5
641,Tri Butyl Phosphate,Phosphoric acid tributyl CH3 ester,16.3,6.3,4.3,274.0
639,"1,2,3-Triazole","1H-[1,2,3]Triazole",20.7,8.8,15.0,58.2
640,Tribromo Ethylene,"1,1,2-Tribromo-ethene",18.3,9.4,8.0,97.8
642,"3,3,3-Trichloro Propene","3,3,3-Trichloro-propene",17.7,15.5,3.4,106.2
643,"1,1,2-Trichloro Propene","1,1,2-Trichloro-propene",17.7,15.7,3.4,104.8
644,"1,2,3-Trichloro Propene","1,2,3-Trichloro-propene",17.8,15.7,3.4,105.0
981,Trichloro-Methyl-Silane,Trichloro-methyl-silane,16.5,6.6,3.5,117.4
861,Trichloroacetic Acid,Trichloro-acetic acid,18.3,5.8,11.4,100.2
645,Trichloroacetonitrile,Trichloro-acetonitrile CH3 methoxy-benzene,16.4,7.4,6.1,100.0
701,"1,2,4-Trichlorobenzene","1,2,4-Trichloro-benzene",20.2,6.0,3.2,125.5
647,"1,1,1-Trichloroethane","1,1,1-Trichloro-ethane",16.8,4.3,2.0,99.3
648,"1,1,2-Trichloroethane","1,1,2-Trichloro-ethane",18.2,5.3,6.8,92.9
649,Trichloroethylene,"1,1,2-Trichloro-ethene",18.0,3.1,5.3,90.2
650,Trichlorofluoromethane (Freon 11),Trichloro-fluoro methane,15.3,2.0,0.0,92.8
702,"2,4,6-Trichlorophenol","2,4,6-Trichloro-phenol",20.3,5.1,10.8,132.5
883,"1,2,3-Trichloropropane","1,2,3-Trichloro-propane",17.8,12.3,3.4,106.1
1174,Trichlorosilane,,14.2,3.6,3.8,101.1
651,"2,4,5-Trichlorothiophenol","2,4,5-Trichloro-",21.0,4.5,9.1,145.0
652,"1,1,2-Trichlorotrifluoroethane (Freon 113)","1,1,2-Trichloro-1,2,2-trifluoro-ethane",14.7,1.6,0.0,119.2
1160,Triclosan,"5-Chloro-2-(2,4- Cl OH dichloro-phenoxy)- phenol",20.0,7.7,10.0,263.0
653,Tricresyl Phosphate,Phosphoric acid m-tolyl ester o-tolyl ester p-tolyl ester,19.0,12.3,4.5,316.0
899,Tricyclene,"(1S,2S,4R,6R)-1,7,7- CH3 tricyclo[2.2.1.0*2,6*]",16.9,0.0,0.0,161.4
654,Tridecyl Alcohol,Tridecan-1-ol,16.2,3.1,9.0,242.0
655,Triethanolamine,2-[Bis-(2-hydroxy- OH ethyl)-amino]-ethanol,17.3,22.4,23.3,133.2
1194,Triethanolamine/Acetic Acid,Acetate tris-(2-hydroxy- 17.2 20.3 18.4 ethyl)-ammonium;,17.2,20.3,18.4,
1218,Triethyl Citrate,3-Ethoxycarbonyl-3- hydroxy-pentanedioic acid diethyl ester,16.5,4.9,12.0,243.0
656,Triethylamine,Triethyl-amine,17.8,0.4,1.0,138.6
657,Triethylene Glycol,2-[2-(2-Hydroxy- ethoxy)-ethoxy]-,16.0,12.5,18.6,114.0
856,Triethylene Glycol Monometh yl Ether,2-[2-(2-Methoxy- ethoxy)-ethoxy]-,16.2,7.6,12.5,160.0
658,Triethylene Glycol Monoole yl Ether,2-(2-{2-[((Z)-Octadec- ethoxy)-ethanol,16.0,3.1,8.4,418.5
659,Triethylphosphate,Phosphoric acid trieth yl ester,16.7,11.4,9.2,171.0
944,"2,2,2-Trifluoro Ethano","2,2,2-Trifluoro-ethano",15.4,8.3,16.4,72.3
795,"2,3,4-Trifluoro Nitrobenzen","1,2,3-Trifluoro-4-nitro benzene",19.5,7.7,3.5,122.0
1158,"alpha,alpha,alpha Trifluoro oluene",Trifluoromethyl-benzen,17.5,8.8,0.0,122.9
660,Trifluoroacetic Aci,Trifluoro-acetic acid,15.6,9.9,11.6,74.2
661,"1,1,1-Trifluoroethan","1,1,1-Trifluoro-ethan",14.6,10.7,0.0,64.6
662,Trifluoromethane (Freon 23),Trifluoro-methane,14.4,8.9,6.5,46.1
847,4-(Trifluoromet yl) Acetophenone,1-(4-Trifluoromet yl-,18.8,6.1,3.5,151.7
663,Triisononyl Trimellilate,"Benzene-1,2,4- (7-methyl-octyl) ester",16.6,5.7,2.2,602.9
664,Triisooctyl Trimellitate,"Benzene-1,2,4- tricarboxylic acid tris- (6-methyl-heptyl) ester",16.6,6.0,2.5,553.1
665,Trimethyl Amine,Trimethyl-amine,14.6,3.4,1.8,90.3
666,"2,2,4-Trimethyl-1,3-Pentanediol",Isobutyric acid 3- trimethyl-pentyl ester,15.1,6.1,9.8,227.4
667,Trimethylbenzene,"1,2,4-Trimethyl-benzene",18.0,1.0,1.0,137.3
669,Trimethylenesulfid,Thietane,18.8,7.8,9.4,72.8
670,"2,2,4-Trimethylpentane","2,2,4-Trimethyl-pentane",14.1,0.0,0.0,166.1
671,Trimethylphosphate,Phosphoric acid O trimethyl ester,16.7,15.9,10.2,115.8
934,Trinitomethane,Trinitro-methane,15.5,10.3,7.3,94.6
918,Trinitrotoluene (TNT) P by Dipole,"2-Methyl-1,3,5-trinitro-",19.5,3.7,4.5,137.6
919,Trinitrotoluene (TNT),"2-Methyl-1,3,5-trinitro-",19.5,10.0,4.5,137.6
1151,Trioctylphosphate,Phosphoric acid trioctyl ester,16.2,5.9,4.2,469.8
855,"1,3,5-Trioxane","[1,3,5]Trioxane",18.7,9.2,8.6,77.0
1150,Triphenyl Phosphate,Phosphoric acid triphenyl ester,20.1,6.4,6.8,271.9
672,Tripropylene Glycol Monometh yl,1-[2-(2-Methoxy-1- methyl-ethoxy]- propan-2-ol,15.3,5.5,10.4,214.0
1059,Undecane,Undecane,16.0,0.0,0.0,212.7
860,Urea (Ro = 19.4),Urea,20.9,18.7,26.4,45.8
673,Valeronitrile,Pentanenitrile,15.3,11.0,4.8,103.8
1162,Vanillin (4-Hydroxy-3-Methoxy,4-Hydroxy-3-methoxy-,19.4,9.8,11.2,144.1
674,Vinyl 2-Chloro Ethyl Ether,(2-Chloro-ethoxy)- ethene,16.3,6.7,5.8,101.7
908,Vinyl 2-Ethyl-Hexyl Ether,3-Vinyloxymethyl- heptane,15.6,3.4,4.2,194.2
675,Vinyl 2-Methoxy Ethyl Ether,(2-Methoxy-ethoxy)- ethene,15.9,6.7,6.8,96.2
676,Vinyl Acetate,Acetic acid vin yl ester,16.0,7.2,5.9,92.6
677,Vinyl Acetic Acid,But-3-enoic acid,16.8,5.2,12.3,85.3
678,Vinyl Acetylene,But-1-en-3-yne,15.1,1.7,12.0,74.3
679,Vinyl Allyl Ether,3-Vinyloxy-propene,14.9,6.5,5.3,105.4
742,Vinyl Amine,Vinylamine,15.7,7.2,11.8,51.8
680,Vinyl Bromide,Bromo-ethene,15.9,6.3,5.4,71.6
914,Vinyl Butyl Carbitol,1-[2-(2-Vinyloxy- ethoxy)-ethoxy]-butane,16.0,5.0,6.0,206.2
964,Vinyl Butyl Ether,1-Vinyloxy-butane,15.2,4.1,5.1,129.4
681,Vinyl Butyl Sulfid,1-Vinylsulfanyl-butane,16.0,5.0,5.4,136.7
682,Vinyl Butyrate,Butyric acid vin yl ester,15.6,3.9,6.9,126.5
906,Vinyl Carbitol,2-(2-Vinyloxy-ethoxy)- ethanol,16.3,7.5,13.8,129.2
683,Vinyl Chloride,Chloro-ethene,16.0,6.5,2.4,68.7
684,Vinyl Crotonate,(E)-But-2-enoic acid vinyl ester,15.9,5.0,9.0,118.8
685,Vinyl Ether,Vinyloxy-ethene,14.8,4.2,5.8,90.7
907,Vinyl Ethyl Carbitol,[2-(2-Ethoxy-ethoxy)- ethoxy]-ethene,15.9,6.0,6.6,171.9
1024,Vinyl Ethyl Ether,Ethoxy-ethene,14.5,4.9,6.0,95.0
686,Vinyl Ethyl Sulfid,Ethylsulfanyl-ethene,16.4,5.8,6.3,101.3
687,Vinyl Formate,Formic acid vin yl ester,15.3,6.5,9.7,74.7
688,Vinyl Iodide (Iodoethene),Iodo-ethene,17.1,5.5,7.3,75.6
909,Vinyl Isobutyl Ether,2-Methyl-1-vinyloxy- propane,15.1,4.1,5.1,131.3
910,Vinyl Isopropyl Ether,2-Vinyloxy-propane,14.7,3.5,5.2,115.3
911,Vinyl Methyl Cellosolve,(2-Methoxy-ethoxy)- ethene,15.6,6.2,6.8,114.7
689,Vinyl Propionate,Propionic acid vin yl ester,15.6,8.0,4.7,110.1
690,Vinyl Propyl Ether,1-Vinyloxy-propane,14.9,3.5,5.2,113.0
843,4-Vinyl Pyridine,4-Vinyl-pyridine,18.1,7.2,6.8,107.3
691,Vinyl Pyrrolidone,1-Vinyl-pyrrolidin-2-one,16.4,9.3,5.9,106.9
913,Vinyl S-Butyl Mercapto Butyl Ether,1-Ethoxy-4- vinylsulfanyl-butane,16.5,5.0,5.8,174.0
912,Vinyl S-Ethyl Mercapto Ethyl Ether,(2-Ethoxy- ethylsulfanyl)-ethene,16.4,7.0,6.0,139.7
692,Vinyl Silane,Vinyl-silane,15.5,2.6,4.0,89.4
916,2-Vinyl Toluene,1-Methyl-2-vinyl-,18.6,1.0,3.8,131.8
693,Vinyl Trifluoro Acetate,Trifluoro-acetic acid vinyl ester,13.9,4.3,7.6,116.4
694,Vinyl Trimethyl Silane,Trimethyl-vinyl-silane,14.5,1.0,2.5,145.3
915,Vinyl-2-Ethyl Hexanoate,2-Ethyl-hexanoic acid O vinyl ester,15.6,2.7,5.8,196.0
695,Vinylenecarbonate,"[1,3]Dioxol-2-one",17.3,18.1,9.6,86.0
696,Water,Water,15.5,16.0,42.3,18.0
859,Water - 1% in Ro = 18.1,Water,15.1,20.4,16.5,18.0
858,Water - Complete Miscibility,Water,18.1,17.1,16.9,18.0
697,Xylene,p-Xylene,17.6,1.0,3.1,123.3
698,o-Xylene,o-Xylene,17.8,1.0,3.1,121.2
