name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
VCVA COPOLY,VCVA COPOLY,,17.3,8.7,6.1,7.8,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VCVA COPOLY,VCVA COPOLY,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PUR,PUR,550-33-4,17.9,6.9,3.7,2.7,Polyurethane,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PUR,PUR,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SAN,SAN,,16.6,9.8,7.6,4.8,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Poly(styrene-co-acrylonitrile),SAN,SAN; styrene-acrylonitrile copolymer,SAN,https://pubchem.ncbi.nlm.nih.gov/compound/1599,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINSOL ROSIN,VINSOL ROSIN,,17.4,10.0,13.0,10.5,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINSOL ROSIN,VINSOL ROSIN,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EPON 1001,EPON 1001,,17.0,9.6,7.8,7.1,Epoxy Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EPON 1001,EPON 1001,EP,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SHELLAC,SHELLAC,,19.7,10.1,15.1,10.7,Natural & Petroleum Resin,Shellac,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Shellac resin,shellac,lac resin; bleached shellac,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
POLYMETHACRYLONITRILE,POLYMETHACRYLONITRILE,,17.2,14.4,7.6,3.8,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,POLYMETHACRYLONITRILE,POLYMETHACRYLONITRILE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CELLULOSE ACETATE,CELLULOSE ACETATE,,18.3,16.5,11.9,8.8,Cellulosic Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CELLULOSE ACETATE,CELLULOSE ACETATE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CELLULOSE NITRATE,CELLULOSE NITRATE,,16.9,13.5,10.3,9.9,Cellulosic Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CELLULOSE NITRATE,CELLULOSE NITRATE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PVOH,"PVOH (NOT GOOD, SEE CHAP. 5)",,17.0,9.0,18.0,4.0,Vinyl Polymer,PVOH,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Poly(vinyl alcohol),PVOH,PVOH; PVA; polyvinyl alcohol,PVOH,https://pubchem.ncbi.nlm.nih.gov/compound/11199,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
NYLON 66,NYLON 66,,16.0,11.0,24.0,3.0,Polyamide,PA6,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Poly(caprolactam),nylon 6,PA6; polyamide 6; polycaprolactam,,https://pubchem.ncbi.nlm.nih.gov/compound/36070,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Acryloid B-44,ACRYLOID B-44,,19.4,11.2,4.4,10.5,Acrylic,MMA/EA copolymer,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Poly(methyl methacrylate-co-ethyl acrylate),Acryloid B-44,acrylic copolymer,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Acryloid B-66,ACRYLOID B-66,,18.0,9.0,3.0,9.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Acryloid B-66,Acryloid B-66,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Acryloid B-72,ACRYLOID B-72,,19.2,11.2,1.8,11.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Acryloid B-72,Acryloid B-72,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Acryloid B-82,ACRYLOID B-82,,19.1,9.1,3.3,9.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Acryloid B-82,Acryloid B-82,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PBA,R+H PBA,,16.0,8.0,8.0,12.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PBA,R+H PBA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PiMBA,R+H PiMBA,,20.7,4.1,10.7,11.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PiMBA,R+H PiMBA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PNBMA,R+H PNBMA,,16.0,6.2,6.6,9.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PNBMA,R+H PNBMA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PEMA,R+H PEMA,,19.0,9.0,8.0,11.0,Acrylic,PEMA,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PEMA,R+H PEMA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PMAA,R+H PMAA,,25.6,11.2,19.6,20.3,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PMAA,R+H PMAA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
R+H PMMA,R+H PMMA,,19.1,11.3,4.1,10.3,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,R+H PMMA,R+H PMMA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BMA/AN 80/20,BMA/AN 80/20,,17.5,9.9,4.1,9.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BMA/AN 80/20,BMA/AN 80/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ISOB MALANH/CYCLOL 75/25,ISOB MALANH/CYCLOL 75/25,,16.8,-0.4,7.2,8.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ISOB MALANH/CYCLOL 75/25,ISOB MALANH/CYCLOL 75/25,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MAA/EA/ST 15/38/47,MAA/EA/ST 15/38/47,,17.6,5.2,7.0,4.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MAA/EA/ST 15/38/47,MAA/EA/ST 15/38/47,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MAA/MA/VA 15/27.5/57.5,MAA/MA/VA 15/27.5/57.5,,28.5,15.7,18.1,21.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MAA/MA/VA 15/27.5/57.5,MAA/MA/VA 15/27.5/57.5,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MAA/MA/VA 15/17.5/67.5,MAA/MA/VA 15/17.5/67.5,,25.5,15.7,18.1,21.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MAA/MA/VA 15/17.5/67.5,MAA/MA/VA 15/17.5/67.5,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/CYCLOL 58/42,MMA/CYCLOL 58/42,,18.7,9.9,8.7,8.8,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/CYCLOL 58/42,MMA/CYCLOL 58/42,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA 50/50,MMA/EA 50/50,,17.5,9.9,4.1,9.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA 50/50,MMA/EA 50/50,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA 25/75,MMA/EA 25/75,,19.0,9.0,15.0,12.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA 25/75,MMA/EA 25/75,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/AGE 40/40/20,MMA/EA/AGE 40/40/20,,17.6,9.8,5.6,9.7,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/AGE 40/40/20,MMA/EA/AGE 40/40/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/AA,MMA/EA/AA,,15.9,15.9,11.5,11.1,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/AA,MMA/EA/AA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/AN 55/30/15,MMA/EA/AN 55/30/15?,,16.7,10.9,8.5,8.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/AN 55/30/15,MMA/EA/AN 55/30/15,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/AN 40/40/20,MMA/EA/AN 40/40/20,,20.4,13.2,11.0,12.3,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/AN 40/40/20,MMA/EA/AN 40/40/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/BAMA 40/40/20,MMA/EA/BAMA 40/40/20,,17.9,8.5,11.7,12.9,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/BAMA 40/40/20,MMA/EA/BAMA 40/40/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/CYCLOL,MMA/EA/CYCLOL,,17.6,9.8,6.4,9.8,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/CYCLOL,MMA/EA/CYCLOL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/MAM 40/40/20,MMA/EA/MAM 40/40/20,,19.0,9.0,15.0,12.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/MAM 40/40/20,MMA/EA/MAM 40/40/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/MAM 45/45/10,MMA/EA/MAM 45/45/10?,,19.5,11.1,8.7,11.2,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/MAM 45/45/10,MMA/EA/MAM 45/45/10,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MMA/EA/BVBE 40/40/20,MMA/EA/BVBE 40/40/20,,17.8,10.0,6.6,9.8,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MMA/EA/BVBE 40/40/20,MMA/EA/BVBE 40/40/20,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ACID DEGMP,ACID DEGMP,,15.3,13.3,14.9,15.6,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ACID DEGMP,ACID DEGMP,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CARB DEG PTH,CARB DEG PTH,,19.4,13.4,11.6,11.1,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CARB DEG PTH,CARB DEG PTH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CRYPLEX 1473-5,CRYPLEX 1473-5,,19.2,9.4,5.6,8.9,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CRYPLEX 1473-5,CRYPLEX 1473-5,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DEG ISOPH,DEG ISOPH,,19.2,17.2,14.6,11.8,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DEG ISOPH,DEG ISOPH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DEG PHTH,DEG PHTH,,21.0,15.2,13.2,13.7,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DEG PHTH,DEG PHTH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DPG PHTH,DPG PHTH,,20.1,11.5,6.7,11.6,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DPG PHTH,DPG PHTH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DOW ADIP TEREP,DOW ADIP TEREP,,17.8,10.4,6.8,9.3,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DOW ADIP TEREP,DOW ADIP TEREP,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DOW X-2635 MALEATE,DOW X-2635 MALEATE,,17.8,5.6,6.8,4.5,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DOW X-2635 MALEATE,DOW X-2635 MALEATE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VITEL PE LINEAR,VITEL PE LINEAR,,14.9,10.1,2.9,6.1,Polyolefin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VITEL PE LINEAR,VITEL PE LINEAR,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VITEL PE101-X,VITEL PE101-X,,21.3,6.3,4.7,7.3,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VITEL PE101-X,VITEL PE101-X,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYD BIS A FUM ISPH,HYD BIS A FUM ISPH,,17.0,4.4,6.2,5.0,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYD BIS A FUM ISPH,HYD BIS A FUM ISPH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYD BIS A PG FUM ISPH,HYD BIS A PG FUM ISPH,,18.7,8.9,5.5,8.4,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYD BIS A PG FUM ISPH,HYD BIS A PG FUM ISPH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PENTA BENZ MAL,PENTA BENZ MAL,,19.4,12.2,10.2,10.8,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PENTA BENZ MAL,PENTA BENZ MAL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SOL MYLAR 49001,SOL MYLAR 49001,,19.0,5.0,4.0,5.0,Polyester & Alkyd,Saturated Polyester,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SOL MYLAR 49001,SOL MYLAR 49001,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SOL MYLAR 49002,SOL MYLAR 49002,,19.0,5.0,5.0,5.0,Polyester & Alkyd,Saturated Polyester,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SOL MYLAR 49002,SOL MYLAR 49002,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
TEG EG MAL TEREP,TEG EG MAL TEREP,,18.8,11.4,9.2,10.2,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,TEG EG MAL TEREP,TEG EG MAL TEREP,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
TEG MALEATE,TEG MALEATE,,18.1,13.9,12.1,9.7,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,TEG MALEATE,TEG MALEATE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VAREZ 123,VAREZ 123,,17.3,10.9,11.9,10.7,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VAREZ 123,VAREZ 123,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
AMOCO 18-290,AMOCO 18-290,,19.3,3.7,7.9,7.8,Polyolefin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,AMOCO 18-290,AMOCO 18-290,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BUTON 100 BUTAD-STY,BUTON 100 BUTAD-STY,,17.0,4.0,3.0,7.3,Styrenic,SBS,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BUTON 100 BUTAD-STY,BUTON 100 BUTAD-STY,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BUTON 300,BUTON 300,,17.3,3.7,7.3,7.0,Styrenic,SBS,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BUTON 300,BUTON 300,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
KOPPERS KTPL-A,KOPPERS KTPL-A,,19.3,3.7,7.9,7.8,Phenolic Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,KOPPERS KTPL-A,KOPPERS KTPL-A,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
RUBBER MOD PS,RUBBER MOD PS,,20.0,5.0,1.0,7.0,Elastomer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,RUBBER MOD PS,RUBBER MOD PS,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY MAL ANH,STY MAL ANH,,23.4,13.8,15.2,16.5,Styrenic,SMA,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY MAL ANH,STY MAL ANH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
LYTRON 820,LYTRON 820,,21.1,13.1,14.5,14.4,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,LYTRON 820,LYTRON 820,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
MARBON 9200,MARBON 9200,61789-96-6,19.0,4.0,4.0,6.0,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,MARBON 9200,MARBON 9200,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PARAPOL S-50,PARAPOL S-50,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PARAPOL S-50,PARAPOL S-50,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PARAPOL S-60,PARAPOL S-60,,17.9,3.9,4.9,3.9,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PARAPOL S-60,PARAPOL S-60,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PICCOFLEX 120,PICCOFLEX 120,,17.4,7.8,3.8,7.7,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PICCOFLEX 120,PICCOFLEX 120,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,Polyaldehyde,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SHELL POLYALDEHYDE EX 39,SHELL POLYALDEHYDE EX 39,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,19.6,10.0,3.6,9.4,Polyacetal / PEI / PC,Polyaldehyde,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SHELL POLYALDEHYDE EX 40,SHELL POLYALDEHYDE EX 40,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SHELL X-450,SHELL X-450,,19.3,9.5,11.1,11.1,Polyacetal / PEI / PC,Polyaldehyde,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SHELL X-450,SHELL X-450,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SMA 1430A,SMA 1430A,,18.8,11.4,16.4,14.1,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SMA 1430A,SMA 1430A,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SAN 85/15,SAN 85/15,,19.1,9.5,3.1,8.7,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SAN 85/15,SAN 85/15,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/BUTENOL 85/15,STY/BUTENOL 85/15,,17.4,7.8,3.8,7.7,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/BUTENOL 85/15,STY/BUTENOL 85/15,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
